QGC WPL 110
0	0	0	16	0.000000	0.000000	0.000000	0.000000	47.742233	19.069811	0.100000	1
1	0	3	16	0.000000	0.000000	0.000000	0.000000	47.742142	19.070971	100.000000	1
2	0	3	16	0.000000	0.000000	0.000000	0.000000	47.741683	19.070687	100.000000	1
3	0	3	16	0.000000	0.000000	0.000000	0.000000	47.741232	19.070034	100.000000	1
4	0	3	16	0.000000	0.000000	0.000000	0.000000	47.741232	19.069780	100.000000	1
5	0	3	16	0.000000	0.000000	0.000000	0.000000	47.742122	19.067876	100.000000	1
6	0	3	16	0.000000	0.000000	0.000000	0.000000	47.742358	19.068178	100.000000	1
7	0	3	16	0.000000	0.000000	0.000000	0.000000	47.742289	19.068722	100.000000	1
8	0	3	16	0.000000	0.000000	0.000000	0.000000	47.742419	19.069309	100.000000	1
9	0	3	16	0.000000	0.000000	0.000000	0.000000	47.742419	19.069302	100.000000	1
